Gene A	Gene B	Score	Category
P39937	P48363		SL
P39937	P41695		SL
P39937	P52553		SL
P39937	P09734		SL
P39937	P49956		SL
P39937	P53900		SL
P39937	P48606		SL
P33332	P00546		SL
P33332	P35182		SL
P33332	Q12163		SL
P33332	P30619		SL
P33332	P89102		SL
P33332	P39958		SL
P33332	P07560		SL
P33332	P01123		SL
P33332	P22224		SL
P33332	P40357		SL
P33332	Q00772		SL
P33332	P32844		SL
P33332	P19658		SL
P33332	P19658		SL
P33332	Q06245		SL
P33332	P19073		SL
P33332	P19073		SL
P33332	P19073		SL
P33332	P41832		SL
P33332	P17065		SL
P33332	P48566		SL
P33332	Q12317		SL
P33332	P19524		SL
P33332	P32601		SL
P33332	P32855		SL
P33331	P40958		SL
P40013	P31385		SL
P40013	P07866		SL
P40013	P38255		SL
P40013	P38255		SL
P40013	P38265		SL
P40013	P38265		SL
P40013	P38265		SL
P40013	P29366		SL
P40013	P29366		SL
P40013	P38326		SL
P40013	P38326		SL
P40013	P38326		SL
P40013	P25559		SL
P40013	P25559		SL
P40013	P25559		SL
P40013	P11709		SL
P40013	P11709		SL
P40013	P11709		SL
P40013	P11709		SL
P40013	P25588		SL
P40013	P25588		SL
P40013	P25588		SL
P40013	P25651		SL
P40013	P12945		SL
P40013	Q07532		SL
P40013	P52891		SL
P40013	Q99359		SL
P40013	Q99359		SL
P40013	Q00402		SL
P40013	Q00402		SL
P40013	Q00402		SL
P40013	Q00402		SL
P40013	P46674		SL
P40013	Q12163		SL
P40013	P38907		SL
P40013	P38907		SL
P40013	P38907		SL
P40013	Q05543		SL
P40013	Q06667		SL
P40013	Q06667		SL
P40013	Q06675		SL
P40013	Q06675		SL
P40013	Q06675		SL
P40013	Q06337		SL
P40013	Q06337		SL
P40013	Q06406		SL
P40013	Q02647		SL
P40013	Q02647		SL
P40013	Q01560		SL
P40013	Q04087		SL
P40013	P40960		SL
P40013	P40960		SL
P40013	P40960		SL
P40013	P40005		SL
P40013	P40005		SL
P40013	P40005		SL
P40013	P85052		SL
P40013	P34756		SL
P40013	P34756		SL
P40013	P34756		SL
P40013	P39692		SL
P40013	P14724		SL
P40013	P40957		SL
P40013	P40957		SL
P40013	P40957		SL
P40013	P32863		SL
P40013	P32863		SL
P40013	P22147		SL
P40013	P22147		SL
P40013	P53088		SL
P40013	P53086		SL
P40013	P53086		SL
P40013	P53086		SL
P40013	P53068		SL
P40013	P48363		SL
P40013	P48363		SL
P40013	P49723		SL
P40013	P41695		SL
P40013	P41695		SL
P40013	P41695		SL
P40013	P42935		SL
P40013	P42935		SL
P40013	P32566		SL
P40013	P32566		SL
P40013	P40340		SL
P40013	P40340		SL
P40013	P40340		SL
P40013	P38823		SL
P40013	P38696		SL
P40013	P38696		SL
P40013	P38696		SL
P40013	P38843		SL
P40013	P38877		SL
P40013	P38877		SL
P40013	P38877		SL
P40013	P40547		SL
P40013	P40532		SL
P40013	P40454		SL
P40013	P46962		SL
P40013	P47074		SL
P40013	P47074		SL
P40013	P47074		SL
P40013	P40958		SL
P40013	P40958		SL
P40013	P40958		SL
P40013	P47017		SL
P40013	P47017		SL
P40013	P46988		SL
P40013	P47113		SL
P40013	P47113		SL
P40013	P47113		SL
P40013	P47113		SL
P40013	P17106		SL
P40013	P00445		SL
P40013	P47167		SL
P40013	P47167		SL
P40013	P47167		SL
P40013	P32801		SL
P40013	Q03957		SL
P40013	P36022		SL
P40013	P36022		SL
P40013	P36022		SL
P40013	P36022		SL
P40013	P33550		SL
P40013	P36161		SL
P40013	Q07887		SL
P40013	Q07887		SL
P40013	Q12509		SL
P40013	Q12509		SL
P40013	P09959		SL
P40013	P52553		SL
P40013	P52553		SL
P40013	Q06568		SL
P40013	Q06162		SL
P40013	Q05934		SL
P40013	Q05934		SL
P40013	Q12748		SL
P40013	Q12748		SL
P40013	Q12748		SL
P40013	Q06706		SL
P40013	Q06708		SL
P40013	Q06708		SL
P40013	P35817		SL
P40013	Q06685		SL
P40013	P26570		SL
P40013	P26570		SL
P40013	P09733		SL
P40013	Q04493		SL
P40013	Q04493		SL
P40013	Q04493		SL
P40013	P46963		SL
P40013	P09734		SL
P40013	Q04659		SL
P40013	Q04659		SL
P40013	Q04659		SL
P40013	P26448		SL
P40013	P26448		SL
P40013	P26448		SL
P40013	P26448		SL
P40013	P49956		SL
P40013	P49956		SL
P40013	P32829		SL
P40013	P38429		SL
P40013	P38429		SL
P40013	P28239		SL
P40013	Q03557		SL
P40013	P36224		SL
P40013	P36224		SL
P40013	P36224		SL
P40013	Q04949		SL
P40013	Q04949		SL
P40013	Q04868		SL
P40013	P53950		SL
P40013	P50947		SL
P40013	P50947		SL
P40013	P50942		SL
P40013	P50942		SL
P40013	P53930		SL
P40013	P53924		SL
P40013	P53900		SL
P40013	P53900		SL
P40013	P53900		SL
P40013	P40154		SL
P40013	P53865		SL
P40013	P53840		SL
P40013	P53840		SL
P40013	P48562		SL
P40013	P21965		SL
P40013	P21965		SL
P40013	P32561		SL
P40013	P53741		SL
P40013	P53741		SL
P40013	Q12692		SL
P40013	Q12692		SL
P40013	Q08231		SL
P40013	Q12387		SL
P40013	P26449		SL
P40013	P26449		SL
P40013	P26449		SL
P40013	P26449		SL
P40013	P50275		SL
P40013	P50275		SL
P40013	P50275		SL
P40013	Q08490		SL
P40013	Q08581		SL
P40013	Q08581		SL
P40013	Q08581		SL
P40013	P39946		SL
P40013	P39946		SL
P40013	P39946		SL
P40013	Q08747		SL
P40013	P40987		SL
P40013	P22516		SL
P40013	P22516		SL
P40013	Q02733		SL
P40013	Q02733		SL
P40013	Q02733		SL
P40013	Q02732		SL
P40013	Q02732		SL
P40013	Q02732		SL
P40013	Q02884		SL
P40013	Q12461		SL
P40013	P28743		SL
P40013	P28743		SL
P40013	P33420		SL
P40013	P33420		SL
P40013	Q12045		SL
P40013	Q12262		SL
P40013	Q12262		SL
P40013	Q01454		SL
P40013	Q01454		SL
P40013	P17119		SL
P40013	Q06211		SL
P40015	Q00772		SL
P40015	P25045		SL
P10823	P08539		SL
P10823	P11792		SL
P10823	P01120		SL
P10823	P01120		SL
P32569	P16370		SL
P32263	P15380		SL
P32481	Q05791		SL
P08456	P25578		SL
P08456	P25656		SL
P40018	Q02260		SL
P40018	Q06217		SL
P40018	P54999		SL
P38555	P39524		SL
P38555	P51996		SL
P40020	P10363		SL
P40028	P38257		SL
P39954	P06106		SL
P40030	Q12151		SL
P40030	Q05958		SL
P40036	P39008		SL
P87262	P40525		SL
P40038	P41818		SL
P34909	P11633		SL
P34909	P33755		SL
P34909	P25655		SL
P34909	P11076		SL
P34909	P32571		SL
P34909	P32571		SL
P34909	Q06651		SL
P34909	Q04119		SL
P34909	P43593		SL
P34909	P46677		SL
P34909	P38737		SL
P34909	P06102		SL
P34909	P33201		SL
P34909	Q02203		SL
P34909	P52553		SL
P34909	Q05949		SL
P34909	P17214		SL
P34909	P46943		SL
P34909	Q05919		SL
P34909	P48524		SL
P34909	P23202		SL
P34909	Q01080		SL
P34909	P40343		SL
P34909	P19659		SL
P34909	Q12161		SL
P34909	Q92331		SL
P34909	P22082		SL
P34909	P08521		SL
P34909	P22203		SL
P34909	P48582		SL
P34909	P32842		SL
P34909	P41807		SL
P34909	P11632		SL
P34909	Q12514		SL
P34909	Q12514		SL
P34909	P52917		SL
Q01217	P04817		SL
Q01217	P19145		SL
P21524	P32833		SL
P21524	P39009		SL
P21524	P39009		SL
P21524	Q04964		SL
P21524	P50874		SL
P0CX31	P0CX32		SL
P40048	P41809		SL
P40048	P32334		SL
P40048	P29461		SL
P40054	P40510		SL
P40056	P39706		SL
P40056	P38264		SL
P40056	P38305		SL
P40056	P38353		SL
P40056	P25578		SL
P40056	Q12124		SL
P40056	Q07457		SL
P40056	P22007		SL
P40056	Q07532		SL
P40056	P17255		SL
P40056	Q99380		SL
P40056	P25301		SL
P40056	P32599		SL
P40056	Q12163		SL
P40056	Q04121		SL
P40056	P06782		SL
P40056	P39904		SL
P40056	P30605		SL
P40056	P32617		SL
P40056	P25302		SL
P40056	P40072		SL
P40056	P38682		SL
P40056	P53195		SL
P40056	P53173		SL
P40056	P06104		SL
P40056	P38633		SL
P40056	P13586		SL
P40056	P53079		SL
P40056	P53236		SL
P40056	P32914		SL
P40056	P32585		SL
P40056	P49723		SL
P40056	P38820		SL
P40056	P47018		SL
P40056	P47103		SL
P40056	P00445		SL
P40056	P31412		SL
P40056	P32368		SL
P40056	P23542		SL
P40056	Q99382		SL
P40056	P38634		SL
P40056	P09959		SL
P40056	Q05949		SL
P40056	Q06005		SL
P40056	P22214		SL
P40056	Q05933		SL
P40056	Q04632		SL
P40056	P40202		SL
P40056	P50110		SL
P40056	P34160		SL
P40056	Q03530		SL
P40056	Q03554		SL
P40056	P53959		SL
P40056	P53951		SL
P40056	P25491		SL
P40056	P53905		SL
P40056	P33308		SL
P40056	P53741		SL
P40056	Q12692		SL
P40056	Q08496		SL
P40056	Q12234		SL
P40056	Q08645		SL
P40056	Q02796		SL
P40056	Q12051		SL
P40056	Q06892		SL
P52870	P52871		SL
P52870	P52871		SL
P52870	P52871		SL
P39966	P34221		SL
P39966	P32345		SL
P39966	P29461		SL
P40061	Q00772		SL
P40061	P12688		SL
P25454	P34111		SL
P25454	P31384		SL
P25454	P11433		SL
P25454	P38198		SL
P25454	P15873		SL
P25454	P38129		SL
P25454	P25632		SL
P25454	P15436		SL
P25454	Q12277		SL
P25454	P52891		SL
P25454	Q07540		SL
P25454	Q12488		SL
P25454	P32501		SL
P25454	P39081		SL
P25454	P41810		SL
P25454	Q05635		SL
P25454	P47822		SL
P25454	P32776		SL
P25454	Q06680		SL
P25454	Q04149		SL
P25454	P15454		SL
P25454	P23301		SL
P25454	P40061		SL
P25454	P39940		SL
P25454	P40078		SL
P25454	P32641		SL
P25454	P25808		SL
P25454	P07834		SL
P25454	P15625		SL
P25454	P43588		SL
P25454	P43609		SL
P25454	P53146		SL
P25454	P49704		SL
P25454	P53271		SL
P25454	P48240		SL
P25454	P49723		SL
P25454	P53306		SL
P25454	P53317		SL
P25454	P38701		SL
P25454	P38705		SL
P25454	P38782		SL
P25454	Q00245		SL
P25454	P41543		SL
P25454	P46962		SL
P25454	P47079		SL
P25454	Q00618		SL
P25454	P47110		SL
P25454	P47110		SL
P25454	P47110		SL
P25454	P00445		SL
P25454	P26793		SL
P25454	P26793		SL
P25454	Q03957		SL
P25454	P36048		SL
P25454	Q02206		SL
P25454	P36145		SL
P25454	P36146		SL
P25454	P36161		SL
P25454	Q12369		SL
P25454	Q07979		SL
P25454	P46675		SL
P25454	P10507		SL
P25454	P09959		SL
P25454	P14743		SL
P25454	P19073		SL
P25454	P17214		SL
P25454	P16521		SL
P25454	Q12749		SL
P25454	Q00416		SL
P25454	Q12745		SL
P25454	Q04226		SL
P25454	P34760		SL
P25454	Q04636		SL
P25454	P23639		SL
P25454	P29478		SL
P25454	P46963		SL
P25454	P20048		SL
P25454	Q04372		SL
P25454	Q01649		SL
P25454	Q02554		SL
P25454	P38912		SL
P25454	P25045		SL
P25454	P41318		SL
P25454	P53961		SL
P25454	P06786		SL
P25454	P53905		SL
P25454	P32911		SL
P25454	P39008		SL
P25454	Q08278		SL
P25454	Q12050		SL
P25454	P07807		SL
P25454	Q08746		SL
P25454	P53600		SL
P25454	Q02724		SL
P25454	Q02776		SL
P25454	P07261		SL
P25454	P46961		SL
P25454	Q02457		SL
P25454	P30656		SL
P25454	P24869		SL
P25454	P20053		SL
P38620	P38063		SL
P40064	P38181		SL
P40064	P40368		SL
P40064	P52593		SL
P40066	Q01560		SL
P40066	P49687		SL
P40066	P30822		SL
P40066	P38861		SL
P40066	Q02629		SL
P40066	P34232		SL
P40066	Q08004		SL
P40066	Q99257		SL
P25302	P13365		SL
P25302	P24583		SL
P25302	P24583		SL
P25302	P33754		SL
P25302	P29366		SL
P25302	P38351		SL
P25302	P14737		SL
P25302	P39960		SL
P25302	P33306		SL
P25302	P32641		SL
P25302	P53197		SL
P25302	P23201		SL
P25302	P19263		SL
P25302	P09959		SL
P25302	P09959		SL
P25302	P09959		SL
P25302	P32432		SL
P25302	Q06697		SL
P25302	P48562		SL
P25302	P32561		SL
P25302	P22579		SL
P25302	Q01855		SL
P25302	Q02796		SL
P25302	P39011		SL
P40072	P39705		SL
P40072	P50623		SL
P40072	P52488		SL
P40072	P22204		SL
P40072	P35729		SL
P40072	P35187		SL
P40072	Q08496		SL
P40072	P32589		SL
P40072	Q06624		SL
P40073	P13574		SL
P40073	P40367		SL
P40073	P08018		SL
P40073	Q05080		SL
P40075	P40537		SL
P38682	P11076		SL
P38682	P35197		SL
P38682	P35197		SL
P38682	P32803		SL
P38682	P25385		SL
P38682	P54837		SL
P38682	P32074		SL
P39940	Q07532		SL
P39940	P32521		SL
P40079	Q12099		SL
P38990	P43637		SL
P38990	P32801		SL
P32598	P38172		SL
P32598	P38246		SL
P32598	P16140		SL
P32598	P33755		SL
P32598	P38293		SL
P32598	P38131		SL
P32598	P38130		SL
P32598	P38329		SL
P32598	P25588		SL
P32598	P32445		SL
P32598	P25627		SL
P32598	Q07530		SL
P32598	P52891		SL
P32598	P46944		SL
P32598	Q05543		SL
P32598	Q06333		SL
P32598	Q06350		SL
P32598	P32626		SL
P32598	P32613		SL
P32598	P32611		SL
P32598	Q02197		SL
P32598	P0CX53		SL
P32598	P10823		SL
P32598	P40033		SL
P32598	P39969		SL
P32598	Q01684		SL
P32598	P40072		SL
P32598	P38990		SL
P32598	P39959		SL
P32598	Q01477		SL
P32598	P14736		SL
P32598	P32657		SL
P32598	P43587		SL
P32598	P07273		SL
P32598	P53176		SL
P32598	P53164		SL
P32598	P53128		SL
P32598	P53012		SL
P32598	P53114		SL
P32598	P53083		SL
P32598	P53203		SL
P32598	P17649		SL
P32598	Q3E792		SL
P32598	P53289		SL
P32598	P48362		SL
P32598	P00359		SL
P32598	P16451		SL
P32598	P42935		SL
P32598	P38709		SL
P32598	P38747		SL
P32598	P18962		SL
P32598	P38828		SL
P32598	Q9P305		SL
P32598	P38857		SL
P32598	P38877		SL
P32598	P38881		SL
P32598	P40554		SL
P32598	P40534		SL
P32598	P40450		SL
P32598	P40570		SL
P32598	P40958		SL
P32598	P32447		SL
P32598	P06244		SL
P32598	P39542		SL
P32598	P47107		SL
P32598	P46973		SL
P32598	P23641		SL
P32598	P34253		SL
P32598	P36064		SL
P32598	P36047		SL
P32598	P36161		SL
P32598	Q07794		SL
P32598	Q07084		SL
P32598	P49166		SL
P32598	Q05955		SL
P32598	Q06144		SL
P32598	Q06488		SL
P32598	P51862		SL
P32598	P05739		SL
P32598	P26570		SL
P32598	P12887		SL
P32598	P38993		SL
P32598	P40210		SL
P32598	P40214		SL
P32598	Q01649		SL
P32598	P14908		SL
P32598	Q04835		SL
P32598	P41818		SL
P32598	P47821		SL
P32598	P32048		SL
P32598	P14242		SL
P32598	P39013		SL
P32598	P39006		SL
P32598	P53871		SL
P32598	P40154		SL
P32598	P53836		SL
P32598	P48559		SL
P32598	P42840		SL
P32598	P33760		SL
P32598	P53729		SL
P32598	P53631		SL
P32598	Q08268		SL
P32598	P26449		SL
P32598	P41902		SL
P32598	P39875		SL
P32598	P38930		SL
P32598	P12611		SL
P32598	Q12128		SL
P32598	P20134		SL
P32598	Q12125		SL
P32598	Q12012		SL
P32598	P22203		SL
P32598	Q12051		SL
P32598	Q12380		SL
P32598	Q06497		SL
P32598	Q06504		SL
P32598	Q06522		SL
P40084	P27999		SL
P40084	P32914		SL
P40084	P42935		SL
P13393	P31384		SL
P13393	P32558		SL
P13393	Q03330		SL
P13393	P46677		SL
P13393	Q12464		SL
P13393	P29055		SL
P40091	P32944		SL
P39960	P20604		SL
P39960	P32599		SL
P39960	P60010		SL
P39960	P08964		SL
P39960	P17536		SL
P39960	P17536		SL
P39960	Q12387		SL
P39960	P39083		SL
P39960	P21339		SL
P39960	P19524		SL
P39960	P06780		SL
P40094	P07560		SL
P40094	P43621		SL
P40094	P41811		SL
P40094	P53271		SL
P40094	P40482		SL
P40094	P36149		SL
P40094	P53959		SL
P40094	P32074		SL
P40094	P15303		SL
P40096	Q07478		SL
P40096	Q12159		SL
P40096	Q92317		SL
P40096	P20449		SL
P40096	P20449		SL
P40096	P20449		SL
P06843	P38351		SL
P06843	P89105		SL
P32657	P25302		SL
P32657	P22082		SL
P32657	P09547		SL
P04147	P31384		SL
P04147	P39008		SL
P04147	P39008		SL
P04147	P39008		SL
P04147	P07260		SL
P04147	P07260		SL
P32660	Q12675		SL
P33306	P13365		SL
P33306	P13365		SL
P33306	P13365		SL
P33306	P09959		SL
P33306	P11972		SL
P06839	P33301		SL
P06839	P25454		SL
P06839	Q00578		SL
P06839	P47110		SL
P06839	P06778		SL
P06839	P06778		SL
P06839	P06778		SL
P06839	P06778		SL
P06839	P32829		SL
P06839	P12753		SL
P06839	P12753		SL
P06839	P38630		SL
P32639	Q02775		SL
P32639	P33411		SL
P32639	P15938		SL
P32641	P49723		SL
P32641	P00445		SL
P32641	P26793		SL
P32641	P49956		SL
P29311	Q00816		SL
P29311	P34730		SL
P29311	P34730		SL
P29311	P34730		SL
P29311	P34730		SL
P29311	P03069		SL
P29311	P12688		SL
P29311	Q08949		SL
P16387	P80235		SL
P25453	Q04377		SL
P25453	P14291		SL
P31115	P34253		SL
P31115	Q12400		SL
P07560	P30619		SL
P07560	P30619		SL
P07560	P89102		SL
P07560	P89102		SL
P07560	P89102		SL
P07560	P33332		SL
P07560	P39958		SL
P07560	P39958		SL
P07560	P01123		SL
P07560	Q00362		SL
P07560	P22224		SL
P07560	P22224		SL
P07560	P40357		SL
P07560	P32844		SL
P07560	Q00245		SL
P07560	P19658		SL
P07560	P32364		SL
P07560	P36149		SL
P07560	Q06245		SL
P07560	Q06245		SL
P07560	P19073		SL
P07560	P19073		SL
P07560	P17065		SL
P07560	P17065		SL
P07560	P17065		SL
P07560	P19524		SL
P07560	P19524		SL
P07560	P32601		SL
P07560	P32855		SL
P07560	P32855		SL
P07560	P32855		SL
P07560	P20133		SL
P43583	Q03465		SL
P32908	P25559		SL
P32908	P43605		SL
P32908	P47037		SL
P32908	P26793		SL
P32908	P49956		SL
P32908	Q01454		SL
P07834	Q12018		SL
P07834	P14682		SL
P07834	P09119		SL
P40204	P40018		SL
P40204	Q02260		SL
P40204	Q00539		SL
P40204	P40567		SL
P40204	P36084		SL
P40204	P43321		SL
P40204	Q06217		SL
P40204	Q12330		SL
P40204	Q12052		SL
P40204	Q08920		SL
P40204	Q08963		SL
P40204	P54999		SL
P43573	P20434		SL
P43572	P31376		SL
P43572	P07866		SL
P43572	P61830		SL
P43572	P35177		SL
P43572	P22219		SL
P43572	P38326		SL
P43572	P25604		SL
P43572	Q12157		SL
P43572	P32494		SL
P43572	P42073		SL
P43572	P04911		SL
P43572	Q05567		SL
P43572	Q05471		SL
P43572	Q05471		SL
P43572	Q06337		SL
P43572	Q02336		SL
P43572	P38682		SL
P43572	P38932		SL
P43572	P26309		SL
P43572	P53201		SL
P43572	P53236		SL
P43572	Q03330		SL
P43572	P18888		SL
P43572	P18962		SL
P43572	P38806		SL
P43572	P16522		SL
P43572	P46962		SL
P43572	P47061		SL
P43572	P80428		SL
P43572	P21373		SL
P43572	P47142		SL
P43572	Q03957		SL
P43572	P40395		SL
P43572	P38915		SL
P43572	Q12509		SL
P43572	Q12150		SL
P43572	Q12440		SL
P43572	P27801		SL
P43572	P09959		SL
P43572	P22543		SL
P43572	Q06488		SL
P43572	Q06706		SL
P43572	P20795		SL
P43572	P35817		SL
P43572	P46963		SL
P43572	Q04272		SL
P43572	P49956		SL
P43572	P12868		SL
P43572	P39013		SL
P43572	P53930		SL
P43572	P53886		SL
P43572	P53628		SL
P43572	Q12692		SL
P43572	P50875		SL
P43572	Q08496		SL
P43572	Q99314		SL
P43572	Q08649		SL
P43572	P22082		SL
P43572	P35189		SL
P43572	Q12060		SL
P43568	P38351		SL
P43568	P06242		SL
P43568	P06242		SL
P43568	P53306		SL
P43568	P25491		SL
P43568	P89105		SL
P43568	P24869		SL
P43567	P47125		SL
P43567	Q05979		SL
P41546	P50076		SL
P41546	P00445		SL
P43563	P40468		SL
P02557	P25559		SL
P02557	P11709		SL
P02557	P25364		SL
P02557	Q06675		SL
P02557	P40005		SL
P02557	P39923		SL
P02557	P39937		SL
P02557	P40013		SL
P02557	P39960		SL
P02557	P43593		SL
P02557	P47074		SL
P02557	P40958		SL
P02557	P32801		SL
P02557	P36022		SL
P02557	Q99260		SL
P02557	Q06708		SL
P02557	Q04493		SL
P02557	P39110		SL
P02557	Q01649		SL
P02557	P36224		SL
P02557	Q04949		SL
P02557	P40987		SL
P02557	P46670		SL
P02557	P17119		SL
P01123	P25386		SL
P01123	P11075		SL
P01123	P23301		SL
P01123	P53271		SL
P01123	P22804		SL
P01123	P36149		SL
P01123	P22214		SL
P01123	P32074		SL
P01123	P11655		SL
P01123	P41834		SL
P01123	P20133		SL
P01123	P15303		SL
P60010	P38206		SL
P60010	Q12277		SL
P60010	Q99207		SL
P60010	Q12136		SL
P60010	P22213		SL
P60010	P32476		SL
P60010	Q03048		SL
P60010	Q02795		SL
P60010	P07274		SL
P60010	Q99216		SL
P34077	P52593		SL
P43588	P32628		SL
P43588	P43593		SL
P23337	P27472		SL
P34756	P14682		SL
P43601	P50079		SL
P43601	Q02887		SL
P43605	P15873		SL
P43605	P00546		SL
P43605	P43568		SL
P43605	P26793		SL
P43605	Q04264		SL
P43605	P49956		SL
Q00684	P07866		SL
Q00684	P27636		SL
Q00684	P24870		SL
Q00684	P53197		SL
Q00684	Q03018		SL
Q00684	P17123		SL
Q00684	P38634		SL
Q00684	P38987		SL
Q00684	P32562		SL
Q00684	P21951		SL
Q00684	Q08581		SL
Q00684	P24482		SL
P43606	P04173		SL
P38989	P38170		SL
P38989	P25651		SL
P38989	P25651		SL
P38989	O13329		SL
P38989	O13329		SL
P38989	Q05543		SL
P38989	P52286		SL
P38989	P17121		SL
P38989	Q04087		SL
P38989	Q04087		SL
P38989	P27895		SL
P38989	P41695		SL
P38989	P47074		SL
P38989	Q02208		SL
P38989	Q02208		SL
P38989	Q06156		SL
P38989	Q04659		SL
P38989	P25491		SL
P38989	P12753		SL
P38989	P53850		SL
P38989	P04786		SL
P38989	P50275		SL
P38989	Q08490		SL
P38989	Q02733		SL
P38989	Q01454		SL
P38989	P17119		SL
P0CX45	P0CX46		SL
P05747	P41805		SL
P05747	Q08932		SL
P00127	P41805		SL
P14724	P38042		SL
P14724	P06104		SL
P14724	P53068		SL
P14724	P16522		SL
P14724	P38877		SL
P14724	P09798		SL
P14724	P49956		SL
P43613	P16474		SL
P43614	P32486		SL
P30657	P43583		SL
P32496	P00546		SL
P32496	Q03465		SL
P32496	P40016		SL
P32496	P38886		SL
P32496	P32565		SL
P32496	P32565		SL
P32496	P33299		SL
P32496	P33299		SL
P04806	P17709		SL
P04806	P04807		SL
P04806	P04807		SL
P53197	P40316		SL
P53197	P17123		SL
P53197	P09119		SL
P53197	P38634		SL
P53197	P32432		SL
P53197	Q12416		SL
P38929	Q99385		SL
P53192	P31385		SL
P53192	P39706		SL
P53192	P35206		SL
P53192	P38255		SL
P53192	P22219		SL
P53192	P38264		SL
P53192	P16140		SL
P53192	P32473		SL
P53192	P25578		SL
P53192	Q12124		SL
P53192	P35182		SL
P53192	Q07457		SL
P53192	P22007		SL
P53192	Q07532		SL
P53192	P52891		SL
P53192	Q99380		SL
P53192	Q12163		SL
P53192	P39904		SL
P53192	P30605		SL
P53192	P25302		SL
P53192	P38682		SL
P53192	Q01477		SL
P53192	P43573		SL
P53192	P43571		SL
P53192	P53195		SL
P53192	P53173		SL
P53192	P06104		SL
P53192	P38633		SL
P53192	P13586		SL
P53192	P53079		SL
P53192	P53230		SL
P53192	P32914		SL
P53192	P40505		SL
P53192	P47061		SL
P53192	P47018		SL
P53192	P00445		SL
P53192	Q03957		SL
P53192	P32368		SL
P53192	Q99382		SL
P53192	Q12150		SL
P53192	Q05949		SL
P53192	P37370		SL
P53192	Q05933		SL
P53192	Q06706		SL
P53192	Q06697		SL
P53192	Q04632		SL
P53192	P40202		SL
P53192	Q04868		SL
P53192	P53951		SL
P53192	P53905		SL
P53192	P32259		SL
P53192	P53741		SL
P53192	P22579		SL
P53192	Q12234		SL
P53192	Q02796		SL
P53192	Q12051		SL
P53192	Q02908		SL
P53192	Q12520		SL
P53192	Q12514		SL
P53192	Q06091		SL
P39007	P39005		SL
P39007	P22023		SL
P53191	P38247		SL
P53191	P53237		SL
P53191	P53290		SL
P53191	P34239		SL
P53191	Q02205		SL
P53191	Q00582		SL
P53191	Q08921		SL
P40356	P06782		SL
P40356	P20433		SL
P40356	P36100		SL
P53008	Q00772		SL
P53008	Q01389		SL
P53008	P22146		SL
P53008	P17260		SL
P53008	P32486		SL
P53187	Q04377		SL
P31755	P16603		SL
P31755	P48562		SL
P07273	P04050		SL
P07273	Q05471		SL
P07273	P13393		SL
P07273	P40091		SL
P07273	P40092		SL
P07273	Q01477		SL
P07273	P10355		SL
P07273	P38633		SL
P07273	P32585		SL
P07273	P41895		SL
P07273	P20433		SL
P07273	P20433		SL
P07273	P36053		SL
P07273	P37297		SL
P07273	P52491		SL
P07273	P40963		SL
P07273	P13134		SL
P07273	P08518		SL
P07273	P22082		SL
P07273	P35189		SL
P25299	P22216		SL
Q01939	Q04089		SL
Q01939	P38827		SL
P39936	P39935		SL
P21147	P39540		SL
P06104	P31376		SL
P06104	P07866		SL
P06104	P29366		SL
P06104	P38326		SL
P06104	P36532		SL
P06104	P25626		SL
P06104	Q03465		SL
P06104	Q03465		SL
P06104	P32599		SL
P06104	P39001		SL
P06104	Q05471		SL
P06104	Q05471		SL
P06104	O94742		SL
P06104	O94742		SL
P06104	Q01560		SL
P06104	Q03388		SL
P06104	Q03388		SL
P06104	P32617		SL
P06104	P40012		SL
P06104	P40056		SL
P06104	P25302		SL
P06104	P25302		SL
P06104	P43593		SL
P06104	P43593		SL
P06104	P34756		SL
P06104	P53192		SL
P06104	P07273		SL
P06104	P07273		SL
P06104	Q01939		SL
P06104	P27999		SL
P06104	P53083		SL
P06104	P32914		SL
P06104	P32914		SL
P06104	P23638		SL
P06104	P23638		SL
P06104	P49723		SL
P06104	P41695		SL
P06104	P42935		SL
P06104	P42935		SL
P06104	P53320		SL
P06104	P32527		SL
P06104	P38689		SL
P06104	P23968		SL
P06104	P38880		SL
P06104	P38886		SL
P06104	P38886		SL
P06104	P40532		SL
P06104	P40496		SL
P06104	P46962		SL
P06104	P46995		SL
P06104	P00445		SL
P06104	P26793		SL
P06104	Q03957		SL
P06104	Q03957		SL
P06104	Q12509		SL
P06104	Q12509		SL
P06104	P09959		SL
P06104	P09959		SL
P06104	P37370		SL
P06104	Q05933		SL
P06104	Q06706		SL
P06104	Q06706		SL
P06104	P34760		SL
P06104	Q03433		SL
P06104	Q03433		SL
P06104	P46963		SL
P06104	P35192		SL
P06104	P40202		SL
P06104	Q03151		SL
P06104	P32567		SL
P06104	Q01649		SL
P06104	P38625		SL
P06104	Q04868		SL
P06104	Q04868		SL
P06104	P32048		SL
P06104	P53930		SL
P06104	Q01722		SL
P06104	P33338		SL
P06104	P39008		SL
P06104	Q12692		SL
P06104	Q12692		SL
P06104	Q12692		SL
P06104	Q12387		SL
P06104	Q08490		SL
P06104	Q08496		SL
P06104	Q12171		SL
P06104	Q02908		SL
P06104	Q02908		SL
P06104	Q02884		SL
P06104	Q02884		SL
P06104	Q12060		SL
P06104	P49573		SL
P06104	Q01454		SL
P06104	P17119		SL
P53169	P38313		SL
P53169	Q06675		SL
P53169	P53298		SL
P53169	Q02732		SL
P53168	P40957		SL
P11154	P32327		SL
P11154	P32327		SL
